id,problem,solution
475,"[[null,null,null,null,null,null,2,null,5],[6,3,null,null,null,null,1,4,null],[7,null,null,null,null,8,null,3,null],[null,null,null,5,1,7,null,null,null],[null,null,null,null,null,9,null,null,null],[null,null,null,null,3,null,null,null,2],[null,9,null,null,null,null,6,null,null],[5,null,3,8,null,6,null,null,null],[null,4,null,null,7,null,5,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,4,5,1,6,8,3],[5,1,3,8,9,6,4,2,7],[8,4,6,3,7,2,5,1,9]]"
476,"[[null,8,null,null,null,null,null,7,null],[6,null,null,null,null,null,null,null,null],[7,null,2,null,null,null,9,null,6],[null,2,8,null,null,7,3,null,null],[null,null,4,2,null,9,null,null,null],[1,null,null,6,null,null,null,9,null],[null,9,null,4,null,null,null,8,3],[null,1,null,null,null,null,null,null,null],[null,null,null,null,9,2,5,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,4,5,1,6,8,3],[5,1,3,8,7,6,4,2,9],[8,4,6,3,9,2,5,1,7]]"
477,"[[4,null,null,null,null,null,null,null,null],[6,null,null,null,2,null,null,null,8],[null,5,null,1,null,null,9,null,null],[null,2,null,null,null,7,null,null,4],[3,null,null,2,null,null,null,5,null],[null,null,null,null,null,null,8,null,null],[null,9,7,8,null,null,null,1,null],[null,null,6,null,7,null,5,null,9],[5,null,null,4,null,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,8,5,6,4,1,3],[8,4,6,3,7,1,5,2,9],[5,1,3,4,9,2,6,8,7]]"
478,"[[null,null,null,9,6,null,2,7,5],[null,3,null,null,null,null,1,null,null],[null,null,null,null,null,null,null,null,6],[9,2,null,5,null,null,null,null,4],[3,null,4,2,null,null,7,null,null],[null,null,null,null,null,null,null,null,null],[null,9,7,null,null,null,4,null,null],[null,4,null,null,null,1,null,null,null],[null,1,null,null,null,2,6,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,8,5,6,4,1,3],[8,4,6,3,9,1,5,2,7],[5,1,3,4,7,2,6,8,9]]"
479,"[[4,null,null,9,null,null,null,7,null],[null,3,null,null,null,5,null,null,8],[null,5,2,null,4,null,null,null,null],[9,null,null,null,null,null,null,6,4],[3,null,null,null,null,9,null,null,null],[null,null,null,6,null,null,null,null,null],[null,null,null,8,5,null,null,1,null],[null,null,null,null,null,null,null,null,7],[8,null,6,null,7,null,null,2,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,8,5,6,4,1,3],[5,1,3,4,9,2,6,8,7],[8,4,6,3,7,1,5,2,9]]"
480,"[[4,null,null,9,6,null,null,null,null],[6,null,null,null,2,null,1,null,8],[7,5,null,1,null,null,null,3,null],[null,null,null,5,null,null,null,null,null],[null,6,null,null,8,null,7,5,null],[null,7,null,null,null,null,8,null,null],[null,9,null,null,null,null,4,null,3],[null,1,3,null,null,2,null,null,9],[null,null,null,null,null,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,7,8,5,6,4,1,3],[5,1,3,4,7,2,6,8,9],[8,4,6,3,9,1,5,2,7]]"
481,"[[null,null,null,null,null,null,null,7,5],[null,null,null,7,2,null,1,null,null],[7,5,null,1,null,null,null,3,null],[null,2,8,null,null,null,3,null,4],[3,null,4,null,null,9,null,null,null],[null,null,null,6,null,null,null,9,null],[null,null,6,null,null,null,null,null,null],[null,null,null,null,null,null,null,null,null],[8,null,null,null,7,6,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,3,5,1,4,8,7],[5,4,7,8,9,2,6,1,3],[8,1,3,4,7,6,5,2,9]]"
482,"[[null,null,null,null,6,null,null,null,null],[null,null,9,7,null,null,1,null,8],[7,5,null,1,null,null,null,null,null],[null,2,null,null,1,null,3,6,null],[null,6,4,null,null,null,null,null,1],[null,null,5,null,null,null,8,null,null],[null,null,null,null,null,null,null,null,null],[null,null,null,null,null,2,6,null,null],[null,null,7,4,null,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,3,5,1,4,8,7],[5,4,3,8,7,2,6,1,9],[8,1,7,4,9,6,5,2,3]]"
483,"[[null,8,1,null,null,3,2,7,null],[6,3,null,7,null,null,null,4,null],[null,null,null,null,null,null,null,null,null],[null,2,null,null,1,null,3,null,4],[null,null,null,null,8,null,null,null,null],[null,7,5,6,null,null,null,null,null],[null,null,null,null,null,1,null,null,null],[8,null,null,null,null,6,null,null,null],[5,null,null,8,null,null,6,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,3,5,1,4,8,7],[8,1,7,4,9,6,5,2,3],[5,4,3,8,7,2,6,1,9]]"
484,"[[null,null,null,null,6,null,null,7,null],[null,3,null,null,null,5,1,4,null],[7,null,null,1,null,null,9,null,6],[null,null,null,null,null,null,null,6,null],[3,null,null,null,null,null,null,null,1],[1,null,null,null,null,4,null,9,2],[null,9,null,3,null,1,4,null,null],[8,null,null,null,null,null,null,null,null],[null,null,7,null,null,2,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,3,5,1,4,8,7],[8,1,3,4,7,6,5,2,9],[5,4,7,8,9,2,6,1,3]]"
485,"[[4,null,null,null,null,null,null,null,5],[null,null,null,null,null,null,null,4,null],[7,null,2,1,null,8,null,3,null],[null,null,null,5,null,null,null,null,4],[null,6,null,2,null,9,null,null,null],[null,null,null,null,3,null,null,null,null],[null,9,null,null,7,1,5,null,null],[null,null,7,null,5,null,6,null,null],[null,null,null,8,null,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,4,7,1,5,8,3],[8,4,7,3,5,2,6,1,9],[5,1,3,8,9,6,4,2,7]]"
486,"[[null,8,1,null,6,3,null,7,null],[null,3,null,null,null,5,null,4,null],[null,5,null,null,null,8,null,null,null],[9,null,null,null,null,null,null,6,null],[null,null,null,2,null,null,null,null,1],[null,null,null,null,null,4,8,null,2],[2,null,6,null,7,1,null,null,null],[null,null,null,3,null,null,4,null,null],[5,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,4,7,1,5,8,3],[8,1,7,3,5,6,4,2,9],[5,4,3,8,9,2,6,1,7]]"
487,"[[null,null,null,null,6,3,null,7,null],[null,null,null,7,null,null,1,null,8],[null,null,2,null,null,null,null,null,null],[9,null,8,5,null,7,3,6,null],[null,6,null,null,null,9,7,5,1],[null,null,null,6,null,null,null,null,null],[null,null,null,null,null,null,null,null,null],[5,null,null,8,null,null,null,null,7],[8,1,null,null,null,null,4,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,4,7,1,5,8,3],[5,4,3,8,9,2,6,1,7],[8,1,7,3,5,6,4,2,9]]"
488,"[[4,null,null,9,null,null,2,null,null],[null,null,null,null,null,5,null,null,null],[7,null,2,null,null,null,null,3,null],[null,2,null,null,null,null,null,null,4],[null,6,null,2,null,null,7,null,1],[null,null,5,6,3,null,null,null,null],[null,null,null,null,null,1,null,8,3],[null,null,null,null,null,6,null,null,null],[null,4,null,3,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,9,6,4,7,1,5,8,3],[5,1,3,8,9,6,4,2,7],[8,4,7,3,5,2,6,1,9]]"
489,"[[4,null,1,null,null,null,2,null,null],[6,null,null,null,null,5,null,null,8],[null,5,2,null,null,null,null,3,null],[null,2,8,null,null,null,null,6,null],[3,null,4,null,null,null,7,null,null],[null,null,null,null,null,4,8,null,2],[null,null,null,3,null,null,5,null,7],[5,null,null,8,null,null,null,null,9],[null,null,null,4,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,9,1,5,8,7],[5,1,3,8,7,6,4,2,9],[8,9,7,4,5,2,6,1,3]]"
490,"[[4,null,null,null,null,null,null,null,null],[null,3,9,null,null,5,null,null,8],[7,5,2,null,4,null,null,null,null],[9,null,8,null,1,null,null,null,null],[null,6,null,null,null,9,null,5,null],[null,null,null,null,null,4,null,null,2],[null,null,null,3,null,null,null,8,null],[null,null,null,null,null,null,6,null,null],[null,null,null,null,7,null,4,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,9,1,5,8,7],[8,9,7,4,5,2,6,1,3],[5,1,3,8,7,6,4,2,9]]"
491,"[[null,8,null,null,6,null,2,null,null],[null,null,9,7,null,null,null,4,null],[null,null,2,null,4,null,9,null,null],[null,null,null,null,1,null,null,null,null],[3,null,null,null,null,9,null,5,1],[null,null,null,null,null,null,null,null,2],[2,4,null,null,7,null,null,null,null],[null,null,7,null,null,2,6,null,null],[5,null,null,8,null,6,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,7,1,5,8,9],[8,9,7,4,5,2,6,1,3],[5,1,3,8,9,6,4,2,7]]"
492,"[[null,null,null,null,null,3,2,null,5],[6,null,9,null,null,5,null,null,null],[null,null,null,null,null,null,9,null,6],[9,2,null,null,1,null,null,null,null],[null,null,null,null,8,null,null,null,null],[null,7,null,null,3,4,null,null,null],[null,4,6,null,null,null,null,8,null],[null,null,3,null,5,2,null,1,null],[null,null,null,null,null,null,null,2,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,7,1,5,8,9],[8,9,3,4,5,2,6,1,7],[5,1,7,8,9,6,4,2,3]]"
493,"[[4,null,1,null,null,null,null,7,null],[null,3,null,null,2,null,null,null,null],[null,null,null,null,4,8,null,null,null],[null,2,8,5,null,7,3,null,null],[null,6,null,null,8,null,null,null,null],[null,7,null,6,null,4,8,null,null],[2,null,null,3,null,null,null,null,null],[null,null,null,null,null,6,4,null,7],[null,9,7,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,7,1,5,8,9],[5,1,3,8,9,6,4,2,7],[8,9,7,4,5,2,6,1,3]]"
494,"[[null,8,1,null,null,3,null,null,5],[6,3,null,null,2,5,null,null,null],[null,null,null,null,null,null,null,null,null],[null,null,8,null,1,7,null,6,null],[null,6,null,null,8,null,null,null,null],[null,null,null,null,null,null,null,9,null],[null,null,null,3,7,null,5,null,null],[5,1,null,null,null,6,4,null,null],[null,null,null,null,null,2,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,6,3,7,1,5,8,9],[5,1,7,8,9,6,4,2,3],[8,9,3,4,5,2,6,1,7]]"
495,"[[null,8,null,9,6,null,null,null,null],[null,3,null,null,2,null,null,4,null],[null,null,2,null,null,null,9,null,null],[null,2,8,null,null,7,null,6,4],[null,null,null,null,null,null,7,5,null],[1,null,null,null,3,null,null,null,null],[null,null,7,null,null,1,null,null,null],[null,null,6,null,null,null,null,null,3],[8,null,null,4,null,null,5,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,3,5,1,6,8,9],[5,9,6,8,7,2,4,1,3],[8,1,3,4,9,6,5,2,7]]"
496,"[[null,8,null,9,null,null,null,null,null],[6,null,null,null,2,null,1,null,null],[null,null,null,null,null,null,null,3,null],[null,null,8,5,null,null,null,null,null],[null,null,4,null,null,null,7,null,1],[null,7,5,6,3,null,8,null,null],[2,4,null,null,null,1,null,null,9],[null,1,null,null,null,null,null,null,7],[null,null,6,4,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,3,5,1,6,8,9],[5,1,3,8,9,6,4,2,7],[8,9,6,4,7,2,5,1,3]]"
497,"[[4,null,1,null,null,null,null,null,null],[null,3,null,7,null,5,1,null,null],[null,null,null,null,null,null,9,3,null],[9,2,null,null,null,null,null,null,null],[null,null,4,null,null,9,7,null,null],[null,7,null,null,3,null,null,null,2],[null,null,7,null,5,null,null,8,9],[8,null,null,4,null,null,null,1,null],[null,null,null,8,null,6,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,3,5,1,6,8,9],[8,9,6,4,7,2,5,1,3],[5,1,3,8,9,6,4,2,7]]"
498,"[[null,8,null,9,6,null,null,7,null],[6,null,null,7,2,null,null,4,null],[null,null,2,null,null,8,null,3,null],[null,null,null,null,1,null,null,null,null],[3,null,null,null,null,9,7,5,null],[null,null,null,6,null,null,null,9,2],[null,null,null,3,null,1,6,null,null],[8,null,null,null,null,null,null,null,null],[null,null,6,null,7,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,3,5,1,6,8,9],[8,1,3,4,9,6,5,2,7],[5,9,6,8,7,2,4,1,3]]"
499,"[[null,8,null,9,null,null,null,null,null],[null,null,9,null,2,5,null,null,8],[null,null,null,null,4,null,null,null,null],[9,null,null,null,null,null,3,null,4],[3,null,null,2,8,9,null,null,null],[1,null,null,6,null,null,null,null,null],[null,null,7,null,null,6,5,1,null],[null,1,null,null,null,null,6,null,null],[null,null,null,null,null,null,4,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,8,9,6,5,1,3],[5,1,3,4,7,2,6,8,9],[8,9,6,3,5,1,4,2,7]]"
500,"[[null,null,null,9,null,null,null,null,null],[null,null,null,7,null,null,1,4,8],[null,5,null,null,4,null,null,null,null],[null,null,null,null,null,null,null,null,4],[null,6,null,2,null,null,7,null,null],[1,7,null,null,null,null,null,9,2],[null,4,7,8,null,null,null,1,null],[null,null,null,null,null,2,null,null,9],[8,null,3,null,null,null,6,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,8,9,6,5,1,3],[5,1,6,3,7,2,4,8,9],[8,9,3,4,5,1,6,2,7]]"
501,"[[null,null,null,null,null,null,null,null,5],[null,null,null,7,2,null,1,null,null],[7,null,null,1,null,8,null,null,6],[null,null,8,null,null,null,3,null,4],[3,null,4,null,null,null,null,5,null],[null,null,null,6,null,null,8,null,2],[2,null,7,null,null,null,null,1,null],[null,9,null,null,null,null,4,null,null],[null,null,null,4,null,2,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,8,9,6,5,1,3],[8,9,6,3,5,1,4,2,7],[5,1,3,4,7,2,6,8,9]]"
502,"[[null,8,null,null,6,null,null,null,null],[6,null,null,7,2,5,null,null,null],[null,null,null,1,null,null,9,3,null],[null,null,null,5,null,null,3,null,null],[null,null,4,null,8,null,null,null,null],[null,7,null,null,null,null,null,null,2],[null,null,7,null,null,null,null,1,null],[null,9,null,null,5,1,6,2,null],[null,null,null,3,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,7,8,9,6,5,1,3],[8,9,3,4,5,1,6,2,7],[5,1,6,3,7,2,4,8,9]]"
503,"[[null,null,null,null,null,null,2,null,5],[null,3,9,7,null,null,null,4,null],[7,null,null,null,4,null,null,null,null],[null,2,null,null,null,null,null,6,null],[null,null,null,2,null,9,null,null,1],[1,null,null,null,null,null,8,null,null],[null,4,3,null,9,6,null,null,7],[null,1,null,3,7,null,null,null,null],[null,null,null,4,null,null,6,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,9,6,5,1,7],[5,1,6,3,7,2,4,8,9],[8,9,7,4,5,1,6,2,3]]"
504,"[[4,null,null,null,null,3,2,null,null],[6,null,9,null,2,null,null,4,null],[null,5,null,null,null,null,null,3,null],[9,null,null,5,null,null,null,null,null],[null,null,null,null,null,null,7,null,1],[null,7,5,null,null,null,null,null,2],[null,null,null,null,null,null,5,1,7],[8,null,null,4,null,null,6,null,null],[null,null,null,3,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,9,6,5,1,7],[8,9,7,4,5,1,6,2,3],[5,1,6,3,7,2,4,8,9]]"
505,"[[null,null,null,null,null,null,null,null,5],[6,null,null,null,2,null,null,null,null],[7,5,null,null,4,null,9,3,null],[null,2,8,5,null,null,null,6,null],[3,6,null,null,null,null,null,null,null],[1,null,5,null,3,null,null,null,null],[null,null,null,null,null,6,null,1,null],[5,1,7,null,null,null,null,null,null],[null,null,null,3,null,null,null,2,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,7,6,5,1,9],[5,1,7,4,9,2,6,8,3],[8,9,6,3,5,1,4,2,7]]"
506,"[[4,null,1,null,6,null,2,null,null],[6,null,null,null,2,5,null,null,8],[null,null,null,null,null,null,null,3,null],[null,null,8,null,null,7,null,null,null],[null,null,null,2,null,null,null,null,null],[null,null,5,null,null,null,null,9,null],[2,null,null,8,null,null,5,1,null],[5,null,null,3,null,null,null,null,7],[null,9,null,4,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,7,6,5,1,9],[5,1,6,3,9,2,4,8,7],[8,9,7,4,5,1,6,2,3]]"
507,"[[4,null,null,9,6,null,null,null,null],[null,3,null,null,null,null,null,null,null],[null,null,2,null,null,8,9,null,6],[9,2,null,null,1,7,null,null,null],[null,null,null,null,null,null,7,null,1],[null,null,null,null,3,4,8,null,null],[null,null,null,null,7,null,null,null,null],[null,null,null,null,null,null,null,2,3],[null,1,null,null,null,2,4,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,7,6,5,1,9],[8,9,7,4,5,1,6,2,3],[5,1,6,3,9,2,4,8,7]]"
508,"[[4,null,null,null,6,3,null,null,null],[null,null,null,7,null,5,null,4,null],[null,null,2,1,null,null,null,null,null],[null,null,null,null,1,7,null,null,null],[3,null,null,null,null,null,7,5,null],[null,null,null,6,3,null,8,null,null],[null,null,3,null,null,null,null,1,9],[8,9,null,null,null,null,null,2,null],[5,null,null,null,null,2,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[2,4,3,8,7,6,5,1,9],[8,9,6,3,5,1,4,2,7],[5,1,7,4,9,2,6,8,3]]"
509,"[[4,null,null,null,null,null,null,null,null],[null,null,null,null,null,5,1,null,8],[null,null,2,null,4,8,9,null,null],[null,2,null,null,null,null,3,null,null],[null,6,null,null,8,null,null,5,1],[1,7,null,6,null,null,null,9,null],[null,null,6,3,null,null,null,null,7],[null,null,null,null,null,2,null,null,null],[null,null,null,null,5,null,null,1,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,9,1,5,2,7],[5,1,3,4,7,2,6,8,9],[2,9,7,8,5,6,4,1,3]]"
510,"[[4,null,null,9,null,null,2,null,5],[6,3,null,null,null,null,null,null,null],[7,null,null,null,4,null,null,null,null],[null,2,null,null,null,7,null,6,null],[null,null,null,null,null,9,null,5,1],[null,null,null,6,3,null,null,9,null],[null,null,6,null,null,null,null,null,null],[null,null,null,null,5,null,null,1,3],[null,null,null,4,7,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,9,1,5,2,7],[2,9,7,8,5,6,4,1,3],[5,1,3,4,7,2,6,8,9]]"
511,"[[4,8,null,9,6,null,null,null,null],[null,null,null,null,null,5,null,null,null],[7,null,null,null,null,null,9,null,null],[9,null,8,5,null,null,3,6,null],[3,null,4,2,null,null,null,5,null],[null,7,null,null,null,4,null,null,null],[null,null,null,3,null,null,5,null,7],[null,null,null,null,null,1,null,null,null],[null,1,null,null,7,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,9,2,5,1,7],[2,9,7,4,5,1,6,8,3],[5,1,3,8,7,6,4,2,9]]"
512,"[[4,null,null,null,6,null,null,null,5],[null,3,null,7,null,null,1,null,null],[7,null,null,1,4,null,null,null,6],[9,null,null,null,null,null,null,null,4],[null,null,null,null,null,9,null,5,null],[null,null,5,null,null,null,8,null,null],[null,4,null,3,null,null,null,null,7],[null,null,null,8,null,null,4,null,9],[null,null,null,null,null,1,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,9,2,5,1,7],[5,1,3,8,7,6,4,2,9],[2,9,7,4,5,1,6,8,3]]"
513,"[[4,8,null,9,null,null,2,null,null],[null,null,null,null,2,5,null,null,null],[null,null,null,null,null,null,9,null,null],[9,null,null,5,null,null,null,6,null],[3,null,null,null,null,null,7,null,1],[null,null,null,6,null,4,null,null,2],[null,null,6,null,null,null,null,1,null],[2,null,null,4,null,null,null,null,null],[null,1,null,8,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,2,5,1,9],[2,9,7,4,5,1,6,8,3],[5,1,3,8,9,6,4,2,7]]"
